reg_date,vehicle_category,manufacturer,count,registrations,Year,Quarter
2025-01-03,Sikkim,2W,0.0,19086,2025,2025Q1
2025-01-03,Tamil Nadu,4W,0.0,6679,2025,2025Q1
2025-01-03,Telangana,4W,0.0,3029,2025,2025Q1
2025-01-03,Tripura,4W,0.0,11650,2025,2025Q1
2025-01-03,Uttar Pradesh,3W,0.0,8317,2025,2025Q1
2025-01-03,Uttarakhand,4W,0.0,17422,2025,2025Q1
2025-01-03,West Bengal,2W,0.0,8599,2025,2025Q1
2025-01-03,Delhi,4W,0.0,8460,2025,2025Q1
2025-01-03,Jammu and Kashmir,2W,0.0,9208,2025,2025Q1
2025-01-03,Ladakh,3W,0.0,18332,2025,2025Q1
2025-01-03,Puducherry,3W,0.0,14847,2025,2025Q1
2025-01-04,Andhra Pradesh,2W,0.0,13927,2025,2025Q1
2025-01-04,Arunachal Pradesh,3W,0.0,4479,2025,2025Q1
2025-01-04,Assam,4W,0.0,8348,2025,2025Q1
2025-01-04,Bihar,3W,0.0,19575,2025,2025Q1
2025-01-04,Chhattisgarh,2W,0.0,8447,2025,2025Q1
2025-01-04,Goa,3W,0.0,11983,2025,2025Q1
2025-01-04,Gujarat,3W,0.0,13954,2025,2025Q1
2025-01-04,Haryana,4W,0.0,17904,2025,2025Q1
2025-01-04,Himachal Pradesh,4W,0.0,9264,2025,2025Q1
2025-01-04,Jharkhand,3W,0.0,10126,2025,2025Q1
2025-01-04,Karnataka,4W,0.0,15955,2025,2025Q1
2025-01-04,Kerala,3W,0.0,11098,2025,2025Q1
2025-01-04,Madhya Pradesh,3W,0.0,9091,2025,2025Q1
2025-01-04,Maharashtra,4W,0.0,9370,2025,2025Q1
2025-01-04,Manipur,4W,0.0,14435,2025,2025Q1
2025-01-04,Meghalaya,3W,0.0,4883,2025,2025Q1
2025-01-04,Mizoram,2W,0.0,4001,2025,2025Q1
2025-01-04,Nagaland,2W,0.0,18059,2025,2025Q1
2025-01-04,Odisha,4W,0.0,7308,2025,2025Q1
2025-01-04,Punjab,3W,0.0,9283,2025,2025Q1
2025-01-04,Rajasthan,2W,0.0,11812,2025,2025Q1
2025-01-04,Sikkim,3W,0.0,7051,2025,2025Q1
2025-01-04,Tamil Nadu,4W,0.0,17145,2025,2025Q1
2025-01-04,Telangana,2W,0.0,17053,2025,2025Q1
2025-01-04,Tripura,4W,0.0,16868,2025,2025Q1
2025-01-04,Uttar Pradesh,2W,0.0,12024,2025,2025Q1
2025-01-04,Uttarakhand,4W,0.0,10978,2025,2025Q1
2025-01-04,West Bengal,2W,0.0,16057,2025,2025Q1
2025-01-04,Delhi,3W,0.0,17320,2025,2025Q1
2025-01-04,Jammu and Kashmir,2W,0.0,13490,2025,2025Q1
2025-01-04,Ladakh,3W,0.0,14324,2025,2025Q1
2025-01-04,Puducherry,2W,0.0,10419,2025,2025Q1
2025-01-05,Andhra Pradesh,2W,0.0,18462,2025,2025Q1
2025-01-05,Arunachal Pradesh,4W,0.0,8905,2025,2025Q1
2025-01-05,Assam,2W,0.0,4363,2025,2025Q1
2025-01-05,Bihar,4W,0.0,11312,2025,2025Q1
2025-01-05,Chhattisgarh,2W,0.0,14870,2025,2025Q1
2025-01-05,Goa,2W,0.0,8254,2025,2025Q1
2025-01-05,Gujarat,3W,0.0,2389,2025,2025Q1
2025-01-05,Haryana,2W,0.0,13010,2025,2025Q1
2025-01-05,Himachal Pradesh,2W,0.0,12185,2025,2025Q1
2025-01-05,Jharkhand,2W,0.0,13008,2025,2025Q1
2025-01-05,Karnataka,4W,0.0,10998,2025,2025Q1
2025-01-05,Kerala,3W,0.0,5724,2025,2025Q1
2025-01-05,Madhya Pradesh,2W,0.0,15572,2025,2025Q1
2025-01-05,Maharashtra,2W,0.0,12304,2025,2025Q1
2025-01-05,Manipur,3W,0.0,2613,2025,2025Q1
2025-01-05,Meghalaya,4W,0.0,14879,2025,2025Q1
2025-01-05,Mizoram,2W,0.0,15431,2025,2025Q1
2025-01-05,Nagaland,3W,0.0,9909,2025,2025Q1
2025-01-05,Odisha,3W,0.0,6225,2025,2025Q1
2025-01-05,Punjab,3W,0.0,6589,2025,2025Q1
2025-01-05,Rajasthan,2W,0.0,7821,2025,2025Q1
2025-01-05,Sikkim,3W,0.0,15244,2025,2025Q1
2025-01-05,Tamil Nadu,2W,0.0,14671,2025,2025Q1
2025-01-05,Telangana,3W,0.0,8716,2025,2025Q1
2025-01-05,Tripura,3W,0.0,3761,2025,2025Q1
2025-01-05,Uttar Pradesh,2W,0.0,14575,2025,2025Q1
2025-01-05,Uttarakhand,2W,0.0,19541,2025,2025Q1
2025-01-05,West Bengal,2W,0.0,11339,2025,2025Q1
2025-01-05,Delhi,4W,0.0,13948,2025,2025Q1
2025-01-05,Jammu and Kashmir,2W,0.0,17816,2025,2025Q1
2025-01-05,Ladakh,3W,0.0,17019,2025,2025Q1
2025-01-05,Puducherry,2W,0.0,8009,2025,2025Q1
2025-01-06,Andhra Pradesh,3W,0.0,3447,2025,2025Q1
2025-01-06,Arunachal Pradesh,2W,0.0,17024,2025,2025Q1
2025-01-06,Assam,2W,0.0,4912,2025,2025Q1
2025-01-06,Bihar,4W,0.0,16057,2025,2025Q1
2025-01-06,Chhattisgarh,4W,0.0,4005,2025,2025Q1
2025-01-06,Goa,2W,0.0,11040,2025,2025Q1
2025-01-06,Gujarat,4W,0.0,5765,2025,2025Q1
2025-01-06,Haryana,3W,0.0,7657,2025,2025Q1
2025-01-06,Himachal Pradesh,2W,0.0,10850,2025,2025Q1
2025-01-06,Jharkhand,3W,0.0,16940,2025,2025Q1
2025-01-06,Karnataka,2W,0.0,17647,2025,2025Q1
2025-01-06,Kerala,2W,0.0,18697,2025,2025Q1
2025-01-06,Madhya Pradesh,3W,0.0,16350,2025,2025Q1
2025-01-06,Maharashtra,2W,0.0,18037,2025,2025Q1
2025-01-06,Manipur,2W,0.0,16046,2025,2025Q1
2025-01-06,Meghalaya,4W,0.0,18857,2025,2025Q1
2025-01-06,Mizoram,2W,0.0,3014,2025,2025Q1
2025-01-06,Nagaland,3W,0.0,13261,2025,2025Q1
2025-01-06,Odisha,2W,0.0,4722,2025,2025Q1
2025-01-06,Punjab,3W,0.0,17384,2025,2025Q1
2025-01-06,Rajasthan,3W,0.0,3302,2025,2025Q1
2025-01-06,Sikkim,4W,0.0,15735,2025,2025Q1
2025-01-06,Tamil Nadu,2W,0.0,17287,2025,2025Q1
2025-01-06,Telangana,3W,0.0,19413,2025,2025Q1
2025-01-06,Tripura,3W,0.0,17519,2025,2025Q1
2025-01-06,Uttar Pradesh,4W,0.0,12453,2025,2025Q1
2025-01-06,Uttarakhand,3W,0.0,2684,2025,2025Q1
2025-01-06,West Bengal,2W,0.0,9080,2025,2025Q1
2025-01-06,Delhi,4W,0.0,12378,2025,2025Q1
2025-01-06,Jammu and Kashmir,3W,0.0,8846,2025,2025Q1
2025-01-06,Ladakh,4W,0.0,4511,2025,2025Q1
2025-01-06,Puducherry,2W,0.0,6035,2025,2025Q1
2025-01-07,Andhra Pradesh,4W,0.0,14853,2025,2025Q1
2025-01-07,Arunachal Pradesh,3W,0.0,12070,2025,2025Q1
2025-01-07,Assam,3W,0.0,19518,2025,2025Q1
2025-01-07,Bihar,4W,0.0,17810,2025,2025Q1
2025-01-07,Chhattisgarh,3W,0.0,3136,2025,2025Q1
2025-01-07,Goa,2W,0.0,9383,2025,2025Q1
2025-01-07,Gujarat,3W,0.0,10875,2025,2025Q1
2025-01-07,Haryana,3W,0.0,13013,2025,2025Q1
2025-01-07,Himachal Pradesh,4W,0.0,8573,2025,2025Q1
2025-01-07,Jharkhand,4W,0.0,14938,2025,2025Q1
2025-01-07,Karnataka,4W,0.0,13990,2025,2025Q1
2025-01-07,Kerala,3W,0.0,17274,2025,2025Q1
2025-01-07,Madhya Pradesh,2W,0.0,2535,2025,2025Q1
2025-01-07,Maharashtra,2W,0.0,3512,2025,2025Q1
2025-01-07,Manipur,2W,0.0,18445,2025,2025Q1
2025-01-07,Meghalaya,2W,0.0,19698,2025,2025Q1
2025-01-07,Mizoram,2W,0.0,5024,2025,2025Q1
2025-01-07,Nagaland,4W,0.0,6410,2025,2025Q1
2025-01-07,Odisha,4W,0.0,4625,2025,2025Q1
2025-01-07,Punjab,2W,0.0,16211,2025,2025Q1
2025-01-07,Rajasthan,4W,0.0,8910,2025,2025Q1
2025-01-07,Sikkim,3W,0.0,12022,2025,2025Q1
2025-01-07,Tamil Nadu,2W,0.0,7440,2025,2025Q1
2025-01-07,Telangana,2W,0.0,17642,2025,2025Q1
2025-01-07,Tripura,2W,0.0,2512,2025,2025Q1
2025-01-07,Uttar Pradesh,4W,0.0,16581,2025,2025Q1
2025-01-07,Uttarakhand,3W,0.0,15036,2025,2025Q1
2025-01-07,West Bengal,3W,0.0,9657,2025,2025Q1
2025-01-07,Delhi,2W,0.0,16811,2025,2025Q1
2025-01-07,Jammu and Kashmir,2W,0.0,16122,2025,2025Q1
2025-01-07,Ladakh,3W,0.0,5906,2025,2025Q1
2025-01-07,Puducherry,3W,0.0,16739,2025,2025Q1
2025-01-08,Andhra Pradesh,2W,0.0,10154,2025,2025Q1
2025-01-08,Arunachal Pradesh,4W,0.0,12416,2025,2025Q1
2025-01-08,Assam,2W,0.0,11450,2025,2025Q1
2025-01-08,Bihar,3W,0.0,14469,2025,2025Q1
2025-01-08,Chhattisgarh,4W,0.0,7470,2025,2025Q1
2025-01-08,Goa,4W,0.0,3216,2025,2025Q1
2025-01-08,Gujarat,3W,0.0,13715,2025,2025Q1
2025-01-08,Haryana,3W,0.0,2537,2025,2025Q1
2025-01-08,Himachal Pradesh,2W,0.0,15237,2025,2025Q1
2025-01-08,Jharkhand,2W,0.0,9713,2025,2025Q1
2025-01-08,Karnataka,3W,0.0,15670,2025,2025Q1
2025-01-08,Kerala,2W,0.0,7924,2025,2025Q1
2025-01-08,Madhya Pradesh,3W,0.0,17085,2025,2025Q1
2025-01-08,Maharashtra,4W,0.0,7501,2025,2025Q1
2025-01-08,Manipur,3W,0.0,16701,2025,2025Q1
2025-01-08,Meghalaya,3W,0.0,15984,2025,2025Q1
2025-01-08,Mizoram,2W,0.0,14129,2025,2025Q1
2025-01-08,Nagaland,4W,0.0,3839,2025,2025Q1
2025-01-08,Odisha,4W,0.0,6493,2025,2025Q1
2025-01-08,Punjab,3W,0.0,17263,2025,2025Q1
2025-01-08,Rajasthan,2W,0.0,12076,2025,2025Q1
2025-01-08,Sikkim,4W,0.0,3857,2025,2025Q1
2025-01-08,Tamil Nadu,3W,0.0,6887,2025,2025Q1
2025-01-08,Telangana,3W,0.0,11066,2025,2025Q1
2025-01-08,Tripura,4W,0.0,16901,2025,2025Q1
2025-01-08,Uttar Pradesh,2W,0.0,11523,2025,2025Q1
2025-01-08,Uttarakhand,3W,0.0,17196,2025,2025Q1
2025-01-08,West Bengal,3W,0.0,9193,2025,2025Q1
2025-01-08,Delhi,4W,0.0,6724,2025,2025Q1
2025-01-08,Jammu and Kashmir,3W,0.0,10980,2025,2025Q1
2025-01-08,Ladakh,4W,0.0,7798,2025,2025Q1
2025-01-08,Puducherry,4W,0.0,17296,2025,2025Q1
2025-01-09,Andhra Pradesh,4W,0.0,13576,2025,2025Q1
2025-01-09,Arunachal Pradesh,3W,0.0,15892,2025,2025Q1
2025-01-09,Assam,4W,0.0,6147,2025,2025Q1
2025-01-09,Bihar,4W,0.0,5216,2025,2025Q1
2025-01-09,Chhattisgarh,4W,0.0,7000,2025,2025Q1
2025-01-09,Goa,4W,0.0,10203,2025,2025Q1
2025-01-09,Gujarat,3W,0.0,12955,2025,2025Q1
2025-01-09,Haryana,3W,0.0,11360,2025,2025Q1
2025-01-09,Himachal Pradesh,2W,0.0,8101,2025,2025Q1
2025-01-09,Jharkhand,4W,0.0,17895,2025,2025Q1
2025-01-09,Karnataka,3W,0.0,17801,2025,2025Q1
2025-01-09,Kerala,4W,0.0,2177,2025,2025Q1
2025-01-09,Madhya Pradesh,3W,0.0,16290,2025,2025Q1
2025-01-09,Maharashtra,2W,0.0,3849,2025,2025Q1
2025-01-09,Manipur,3W,0.0,16527,2025,2025Q1
2025-01-09,Meghalaya,2W,0.0,14108,2025,2025Q1
2025-01-09,Mizoram,3W,0.0,6998,2025,2025Q1
2025-01-09,Nagaland,3W,0.0,15403,2025,2025Q1
2025-01-09,Odisha,3W,0.0,2833,2025,2025Q1
2025-01-09,Punjab,4W,0.0,18517,2025,2025Q1
2025-01-09,Rajasthan,4W,0.0,12953,2025,2025Q1
2025-01-09,Sikkim,4W,0.0,3531,2025,2025Q1
2025-01-09,Tamil Nadu,4W,0.0,19099,2025,2025Q1
2025-01-09,Telangana,4W,0.0,7505,2025,2025Q1
2025-01-09,Tripura,4W,0.0,10523,2025,2025Q1
2025-01-09,Uttar Pradesh,3W,0.0,2834,2025,2025Q1
2025-01-09,Uttarakhand,4W,0.0,16852,2025,2025Q1
2025-01-09,West Bengal,3W,0.0,12600,2025,2025Q1
2025-01-09,Delhi,4W,0.0,15558,2025,2025Q1
2025-01-09,Jammu and Kashmir,3W,0.0,19733,2025,2025Q1
2025-01-09,Ladakh,4W,0.0,14955,2025,2025Q1
2025-01-09,Puducherry,3W,0.0,17244,2025,2025Q1
2025-01-10,Andhra Pradesh,2W,0.0,5825,2025,2025Q1
2025-01-10,Arunachal Pradesh,4W,0.0,3574,2025,2025Q1
2025-01-10,Assam,3W,0.0,15715,2025,2025Q1
2025-01-10,Bihar,3W,0.0,12618,2025,2025Q1
2025-01-10,Chhattisgarh,3W,0.0,8642,2025,2025Q1
2025-01-10,Goa,3W,0.0,14750,2025,2025Q1
2025-01-10,Gujarat,4W,0.0,9542,2025,2025Q1
2025-01-10,Haryana,2W,0.0,12019,2025,2025Q1
2025-01-10,Himachal Pradesh,2W,0.0,7909,2025,2025Q1
2025-01-10,Jharkhand,3W,0.0,6089,2025,2025Q1
2025-01-10,Karnataka,2W,0.0,7963,2025,2025Q1
2025-01-10,Kerala,2W,0.0,18166,2025,2025Q1
2025-01-10,Madhya Pradesh,3W,0.0,8181,2025,2025Q1
2025-01-10,Maharashtra,4W,0.0,15484,2025,2025Q1
2025-01-10,Manipur,3W,0.0,5701,2025,2025Q1
2025-01-10,Meghalaya,3W,0.0,18166,2025,2025Q1
2025-01-10,Mizoram,2W,0.0,2510,2025,2025Q1
2025-01-10,Nagaland,4W,0.0,14561,2025,2025Q1
2025-01-10,Odisha,3W,0.0,12020,2025,2025Q1
2025-01-10,Punjab,2W,0.0,10637,2025,2025Q1
2025-01-10,Rajasthan,3W,0.0,3313,2025,2025Q1
2025-01-10,Sikkim,3W,0.0,9024,2025,2025Q1
2025-01-10,Tamil Nadu,3W,0.0,19774,2025,2025Q1
2025-01-10,Telangana,3W,0.0,2147,2025,2025Q1
2025-01-10,Tripura,3W,0.0,10473,2025,2025Q1
2025-01-10,Uttar Pradesh,2W,0.0,2633,2025,2025Q1
2025-01-10,Uttarakhand,3W,0.0,7357,2025,2025Q1
2025-01-10,West Bengal,2W,0.0,10916,2025,2025Q1
2025-01-10,Delhi,3W,0.0,4234,2025,2025Q1
2025-01-10,Jammu and Kashmir,3W,0.0,16374,2025,2025Q1
2025-01-10,Ladakh,4W,0.0,7887,2025,2025Q1
2025-01-10,Puducherry,2W,0.0,17448,2025,2025Q1
2025-01-11,Andhra Pradesh,4W,0.0,2073,2025,2025Q1
2025-01-11,Arunachal Pradesh,3W,0.0,9093,2025,2025Q1
2025-01-11,Assam,2W,0.0,9799,2025,2025Q1
2025-01-11,Bihar,2W,0.0,9208,2025,2025Q1
2025-01-11,Chhattisgarh,4W,0.0,3656,2025,2025Q1
2025-01-11,Goa,2W,0.0,2165,2025,2025Q1
2025-01-11,Gujarat,2W,0.0,19269,2025,2025Q1
2025-01-11,Haryana,3W,0.0,18199,2025,2025Q1
2025-01-11,Himachal Pradesh,2W,0.0,17791,2025,2025Q1
2025-01-11,Jharkhand,4W,0.0,15153,2025,2025Q1
2025-01-11,Karnataka,3W,0.0,19218,2025,2025Q1
2025-01-11,Kerala,3W,0.0,9513,2025,2025Q1
2025-01-11,Madhya Pradesh,3W,0.0,6649,2025,2025Q1
2025-01-11,Maharashtra,4W,0.0,10956,2025,2025Q1
2025-01-11,Manipur,4W,0.0,18241,2025,2025Q1
2025-01-11,Meghalaya,3W,0.0,9051,2025,2025Q1
2025-01-11,Mizoram,4W,0.0,3569,2025,2025Q1
2025-01-11,Nagaland,3W,0.0,15684,2025,2025Q1
2025-01-11,Odisha,2W,0.0,13698,2025,2025Q1
2025-01-11,Punjab,4W,0.0,15387,2025,2025Q1
2025-01-11,Rajasthan,3W,0.0,3951,2025,2025Q1
2025-01-11,Sikkim,3W,0.0,9292,2025,2025Q1
2025-01-11,Tamil Nadu,3W,0.0,11433,2025,2025Q1
2025-01-11,Telangana,4W,0.0,10991,2025,2025Q1
2025-01-11,Tripura,2W,0.0,4649,2025,2025Q1
2025-01-11,Uttar Pradesh,2W,0.0,10926,2025,2025Q1
2025-01-11,Uttarakhand,4W,0.0,4083,2025,2025Q1
2025-01-11,West Bengal,2W,0.0,4335,2025,2025Q1
2025-01-11,Delhi,3W,0.0,6095,2025,2025Q1
2025-01-11,Jammu and Kashmir,2W,0.0,17838,2025,2025Q1
2025-01-11,Ladakh,4W,0.0,3386,2025,2025Q1
2025-01-11,Puducherry,2W,0.0,16839,2025,2025Q1
2025-01-12,Andhra Pradesh,4W,0.0,13726,2025,2025Q1
2025-01-12,Arunachal Pradesh,3W,0.0,10015,2025,2025Q1
2025-01-12,Assam,4W,0.0,7149,2025,2025Q1
2025-01-12,Bihar,4W,0.0,13705,2025,2025Q1
2025-01-12,Chhattisgarh,3W,0.0,7415,2025,2025Q1
2025-01-12,Goa,4W,0.0,8767,2025,2025Q1
2025-01-12,Gujarat,3W,0.0,7264,2025,2025Q1
2025-01-12,Haryana,3W,0.0,17490,2025,2025Q1
2025-01-12,Himachal Pradesh,3W,0.0,13475,2025,2025Q1
2025-01-12,Jharkhand,3W,0.0,19282,2025,2025Q1
2025-01-12,Karnataka,3W,0.0,13652,2025,2025Q1
2025-01-12,Kerala,4W,0.0,10720,2025,2025Q1
2025-01-12,Madhya Pradesh,4W,0.0,13961,2025,2025Q1
2025-01-12,Maharashtra,2W,0.0,4221,2025,2025Q1
2025-01-12,Manipur,4W,0.0,10418,2025,2025Q1
2025-01-12,Meghalaya,3W,0.0,18364,2025,2025Q1
2025-01-12,Mizoram,2W,0.0,14511,2025,2025Q1
2025-01-12,Nagaland,3W,0.0,15227,2025,2025Q1
2025-01-12,Odisha,4W,0.0,2797,2025,2025Q1
2025-01-12,Punjab,2W,0.0,17635,2025,2025Q1
2025-01-12,Rajasthan,3W,0.0,10749,2025,2025Q1
2025-01-12,Sikkim,3W,0.0,4248,2025,2025Q1
2025-01-12,Tamil Nadu,4W,0.0,14325,2025,2025Q1
2025-01-12,Telangana,2W,0.0,16696,2025,2025Q1
2025-01-12,Tripura,4W,0.0,7755,2025,2025Q1
2025-01-12,Uttar Pradesh,2W,0.0,7189,2025,2025Q1
2025-01-12,Uttarakhand,3W,0.0,5513,2025,2025Q1
2025-01-12,West Bengal,2W,0.0,10831,2025,2025Q1
2025-01-12,Delhi,2W,0.0,5097,2025,2025Q1
2025-01-12,Jammu and Kashmir,2W,0.0,12695,2025,2025Q1
2025-01-12,Ladakh,2W,0.0,2385,2025,2025Q1
2025-01-12,Puducherry,3W,0.0,7545,2025,2025Q1
2025-01-13,Andhra Pradesh,4W,0.0,13115,2025,2025Q1
2025-01-13,Arunachal Pradesh,2W,0.0,10716,2025,2025Q1
2025-01-13,Assam,3W,0.0,14617,2025,2025Q1
2025-01-13,Bihar,3W,0.0,12176,2025,2025Q1
2025-01-13,Chhattisgarh,2W,0.0,9175,2025,2025Q1
2025-01-13,Goa,3W,0.0,2007,2025,2025Q1
2025-01-13,Gujarat,2W,0.0,17298,2025,2025Q1
2025-01-13,Haryana,2W,0.0,15475,2025,2025Q1
2025-01-13,Himachal Pradesh,3W,0.0,5571,2025,2025Q1
2025-01-13,Jharkhand,4W,0.0,13666,2025,2025Q1
2025-01-13,Karnataka,2W,0.0,12908,2025,2025Q1
2025-01-13,Kerala,4W,0.0,19615,2025,2025Q1
2025-01-13,Madhya Pradesh,2W,0.0,2235,2025,2025Q1
2025-01-13,Maharashtra,4W,0.0,14829,2025,2025Q1
2025-01-13,Manipur,4W,0.0,4906,2025,2025Q1
2025-01-13,Meghalaya,3W,0.0,4439,2025,2025Q1
2025-01-13,Mizoram,3W,0.0,7253,2025,2025Q1
2025-01-13,Nagaland,3W,0.0,18010,2025,2025Q1
2025-01-13,Odisha,2W,0.0,2105,2025,2025Q1
2025-01-13,Punjab,3W,0.0,11727,2025,2025Q1
2025-01-13,Rajasthan,4W,0.0,9917,2025,2025Q1
2025-01-13,Sikkim,3W,0.0,5160,2025,2025Q1
2025-01-13,Tamil Nadu,4W,0.0,6040,2025,2025Q1
2025-01-13,Telangana,4W,0.0,13202,2025,2025Q1
2025-01-13,Tripura,4W,0.0,6887,2025,2025Q1
2025-01-13,Uttar Pradesh,2W,0.0,3668,2025,2025Q1
2025-01-13,Uttarakhand,2W,0.0,9903,2025,2025Q1
2025-01-13,West Bengal,3W,0.0,9516,2025,2025Q1
2025-01-13,Delhi,2W,0.0,8315,2025,2025Q1
2025-01-13,Jammu and Kashmir,4W,0.0,9492,2025,2025Q1
2025-01-13,Ladakh,4W,0.0,15832,2025,2025Q1
2025-01-13,Puducherry,3W,0.0,17854,2025,2025Q1
2025-01-14,Andhra Pradesh,4W,0.0,11821,2025,2025Q1
2025-01-14,Arunachal Pradesh,3W,0.0,4994,2025,2025Q1
2025-01-14,Assam,4W,0.0,13586,2025,2025Q1
2025-01-14,Bihar,3W,0.0,19643,2025,2025Q1
2025-01-14,Chhattisgarh,3W,0.0,10987,2025,2025Q1
2025-01-14,Goa,2W,0.0,11424,2025,2025Q1
2025-01-14,Gujarat,4W,0.0,7765,2025,2025Q1
2025-01-14,Haryana,3W,0.0,17839,2025,2025Q1
2025-01-14,Himachal Pradesh,4W,0.0,5793,2025,2025Q1
